candidate_agent,baseline_agent,metric,higher_is_better,signed_positive_favors_candidate,total_pair_count,available_paired_count,candidate_only_available_drop_count,baseline_only_available_drop_count,both_unavailable_drop_count,availability_coverage,endpoint_availability,paired_count,bootstrap_unit,cluster_count,outer_cluster_count,inner_cluster_count,mean_delta,ci95_low,ci95_high,ci95_method,percentile_ci95_low,percentile_ci95_high,bca_ci95_low,bca_ci95_high,bca_available,std_delta,cohen_dz,outer_cluster_std_delta,outer_cluster_cohen_d,wins,ties,losses,paired_row_wins,paired_row_ties,paired_row_losses,sign_test_unit,sign_test_effective_count,sign_test_denominator,low_outer_cluster_count,sign_test_pvalue_exact,sign_test_pvalue,raw_mean_delta_candidate_minus_baseline,raw_ci95_low,raw_ci95_high,raw_delta_definition,signed_delta_definition,holm_sign_test_pvalue,holm_family,holm_available_family_size,holm_preregistered_family_size,holm_unavailable_family_count
sa_ghmappo,controller_mat,end_to_end_workflow_delay,False,True,540,220,0,0,320,0.407407,AVAILABLE,220,hierarchical,9,9,220,0.0,0.0,0.0,bca,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,9,0,0,220,0,outer_cluster_mean,9,0,True,1.0,1.0,-0.0,-0.0,-0.0,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dag_offload_drl,full_service_ready_byte_hit_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001416,0.0,0.004248,bca,0.0,0.003595,0.0,0.004248,True,0.009025,0.156915,0.003319,0.426662,2,10,0,13,527,0,outer_cluster_mean,12,2,False,0.5,0.5,0.001416,0.0,0.004248,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dag_offload_drl,joint_base_adapter_hit_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.0,0.0,0.0,bca,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,12,0,0,540,0,outer_cluster_mean,12,0,False,1.0,1.0,0.0,0.0,0.0,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dag_offload_drl,full_service_ready_request_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001416,0.0,0.004248,bca,0.0,0.003595,0.0,0.004248,True,0.009025,0.156915,0.003319,0.426662,2,10,0,13,527,0,outer_cluster_mean,12,2,False,0.5,0.5,0.001416,0.0,0.004248,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dag_offload_drl,transfer_mb_per_request,False,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,-2.440697,-4.783334,-1.341392,bca,-4.157313,-1.113158,-4.783334,-1.341392,True,6.945725,-0.351396,2.68121,-0.910297,0,3,9,0,440,100,outer_cluster_mean,12,9,False,0.00390625,0.003906,2.440697,1.341392,4.783334,candidate_minus_baseline,positive_favors_candidate,0.328125,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dag_offload_drl,workflow_continuity_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001416,0.0,0.004357,bca,0.0,0.003704,0.0,0.004357,True,0.009025,0.156915,0.003319,0.426662,2,10,0,13,527,0,outer_cluster_mean,12,2,False,0.5,0.5,0.001416,0.0,0.004357,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dag_offload_drl,end_to_end_workflow_delay,False,True,540,220,0,0,320,0.407407,AVAILABLE,220,hierarchical,9,9,220,0.0,0.0,0.0,bca,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,9,0,0,220,0,outer_cluster_mean,9,0,True,1.0,1.0,-0.0,-0.0,-0.0,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,cache_offload_drl,full_service_ready_byte_hit_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001307,0.0,0.004248,bca,0.0,0.003377,0.0,0.004248,True,0.00939,0.139218,0.003053,0.428174,2,10,0,13,526,1,outer_cluster_mean,12,2,False,0.5,0.5,0.001307,0.0,0.004248,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,cache_offload_drl,joint_base_adapter_hit_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.0,0.0,0.0,bca,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,12,0,0,540,0,outer_cluster_mean,12,0,False,1.0,1.0,0.0,0.0,0.0,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,cache_offload_drl,full_service_ready_request_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001307,0.0,0.004248,bca,0.0,0.003486,0.0,0.004248,True,0.00939,0.139218,0.003053,0.428174,2,10,0,13,526,1,outer_cluster_mean,12,2,False,0.5,0.5,0.001307,0.0,0.004248,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,cache_offload_drl,transfer_mb_per_request,False,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,-2.404532,-4.706867,-1.299799,bca,-4.179017,-1.089418,-4.706867,-1.299799,True,6.958787,-0.345539,2.669582,-0.900715,0,3,9,3,437,100,outer_cluster_mean,12,9,False,0.00390625,0.003906,2.404532,1.299799,4.706867,candidate_minus_baseline,positive_favors_candidate,0.328125,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,cache_offload_drl,workflow_continuity_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001307,0.0,0.004139,bca,0.0,0.003377,0.0,0.004139,True,0.00939,0.139218,0.003053,0.428174,2,10,0,13,526,1,outer_cluster_mean,12,2,False,0.5,0.5,0.001307,0.0,0.004139,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,cache_offload_drl,end_to_end_workflow_delay,False,True,540,220,0,0,320,0.407407,AVAILABLE,220,hierarchical,9,9,220,0.0,0.0,0.0,bca,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,9,0,0,220,0,outer_cluster_mean,9,0,True,1.0,1.0,-0.0,-0.0,-0.0,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dt_handoff_drl,full_service_ready_byte_hit_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001307,0.0,0.004139,bca,0.0,0.003377,0.0,0.004139,True,0.00939,0.139218,0.003053,0.428174,2,10,0,13,526,1,outer_cluster_mean,12,2,False,0.5,0.5,0.001307,0.0,0.004139,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dt_handoff_drl,joint_base_adapter_hit_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.0,0.0,0.0,bca,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,12,0,0,540,0,outer_cluster_mean,12,0,False,1.0,1.0,0.0,0.0,0.0,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dt_handoff_drl,full_service_ready_request_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001307,0.0,0.004248,bca,0.0,0.003486,0.0,0.004248,True,0.00939,0.139218,0.003053,0.428174,2,10,0,13,526,1,outer_cluster_mean,12,2,False,0.5,0.5,0.001307,0.0,0.004248,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dt_handoff_drl,transfer_mb_per_request,False,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,-2.36672,-4.507546,-1.277196,bca,-4.059943,-1.102299,-4.507546,-1.277196,True,7.010146,-0.337614,2.536229,-0.933165,0,3,9,7,433,100,outer_cluster_mean,12,9,False,0.00390625,0.003906,2.36672,1.277196,4.507546,candidate_minus_baseline,positive_favors_candidate,0.328125,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dt_handoff_drl,workflow_continuity_rate,True,True,540,540,0,0,0,1.0,AVAILABLE,540,hierarchical,12,12,540,0.001307,0.0,0.004139,bca,0.0,0.003486,0.0,0.004139,True,0.00939,0.139218,0.003053,0.428174,2,10,0,13,526,1,outer_cluster_mean,12,2,False,0.5,0.5,0.001307,0.0,0.004139,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
sa_ghmappo,dt_handoff_drl,end_to_end_workflow_delay,False,True,540,220,0,0,320,0.407407,AVAILABLE,220,hierarchical,9,9,220,0.0,0.0,0.0,bca,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,9,0,0,220,0,outer_cluster_mean,9,0,True,1.0,1.0,-0.0,-0.0,-0.0,candidate_minus_baseline,positive_favors_candidate,1.0,all_baseline_metric_comparisons,84,84,0
